ID,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5
1073,TJ Heggelman (NL),2010-2011,5,3,102,86,5,3/29/2025,17.2,5.05,20.4,0,0
1074,IG Holland (USA),2019-2019,4,4,138,100,5,3/11/2025,20,4.34,27.6,0,0
1075,RO Hurley (WI),2003-2004,9,7,378,313,5,1/25/2025,62.6,4.96,75.6,0,0
1076,Ijaz Ahmed (PAK),1986-2000,250,28,637,476,5,2/1/1931,95.2,4.48,127.4,0,0
1077,Jasdeep Singh (USA),2019-2019,4,4,114,104,5,4/1/1951,20.8,5.47,22.8,1,0
1078,Jay Odedra (OMAN),2019-2019,2,2,120,82,5,4/1/1934,16.4,4.1,24,1,0
1079,S Jeganathan (SL),1983-1988,5,5,276,208,5,2/1/1945,41.6,4.52,55.2,0,0
1080,D Joseph (CAN),2003-2003,4,4,186,170,5,2/1/1942,34,5.48,37.2,0,0
1081,Karan KC (NEPAL),2018-2019,5,5,234,199,5,2/1/1931,39.8,5.1,46.8,0,0
1082,RJ Kennedy (NZ),1996-1996,7,7,312,283,5,2/1/1936,56.6,5.44,62.4,0,0
1083,SC Kuggeleijn (NZ),2017-2017,2,2,84,58,5,3/1/1941,11.6,4.14,16.8,0,0
1084,JB Little (IRE),2019-2019,4,4,216,262,5,4/1/1945,52.4,7.27,43.2,1,0
1085,SW Lubbers (NL),1996-1996,4,4,216,187,5,3/1/1948,37.4,5.19,43.2,0,0
1086,MAWR Madurasinghe (SL),1988-1992,12,11,480,358,5,1/11/2025,71.6,4.47,96,0,0
1087,Manzoor Akhtar (PAK),1997-1998,7,6,199,184,5,4/1/1950,36.8,5.54,39.8,1,0
1088,Mohammad Hasnain (PAK),2019-2019,5,5,246,303,5,2/1/1952,60.6,7.39,49.2,0,0
1089,Mohammad Khalil (PAK),2005-2005,3,3,144,144,5,2/1/1955,28.8,6,28.8,0,0
1090,HJC Mol (NL),2002-2008,11,7,182,149,5,2/17/2025,29.8,4.91,36.4,0,0
1091,J Mulder (IRE),2017-2017,4,4,186,155,5,3/1/1957,31,5,37.2,0,0
1092,Nadeem Ghauri (PAK),1990-1990,6,6,342,230,5,2/1/1951,46,4.03,68.4,0,0
1093,Naseer Malik (PAK),1975-1975,3,3,180,98,5,2/1/1937,19.6,3.26,36,0,0
1094,BP Nash (WI),2008-2009,9,6,294,224,5,3/1/1956,44.8,4.57,58.8,0,0
1095,Nazmul Islam (BDESH),2018-2018,5,5,264,224,5,2/1/1938,44.8,5.09,52.8,0,0
1096,TS Nethula (NZ),2012-2012,5,5,264,249,5,2/1/1941,49.8,5.65,52.8,0,0
1097,LN Oluoch (KENYA),2011-2011,2,2,96,79,5,3/1/1941,15.8,4.93,19.2,0,0
1098,ARM Opatha (SL),1975-1979,5,5,253,180,5,3/31/2025,36,4.26,50.6,0,0
1099,SMA Priyanjan (SL),2013-2015,23,14,265,233,5,2/11/2025,46.6,5.27,53,0,0
1100,Qaiser Ali (CAN),2006-2008,17,6,182,132,5,3/28/2025,26.4,4.35,36.4,0,0
1101,DB Rundle (SA),1994-1994,2,2,96,95,5,4/1/1942,19,5.93,19.2,1,0
1102,Saleem Altaf (PAK),1973-1978,6,6,285,151,5,2/7/2025,30.2,3.17,57,0,0
1103,IDK Salisbury (ENG),1993-1994,4,4,186,177,5,3/1/1941,35.4,5.7,37.2,0,0
1104,TAP Sekhar (INDIA),1983-1985,4,4,156,128,5,3/23/2025,25.6,4.92,31.2,0,0
1105,JJ Smit (NAM),2019-2019,5,5,156,120,5,3/21/2025,24,4.61,31.2,0,0
1106,RS Sodhi (INDIA),2000-2002,18,14,462,365,5,2/1/1931,73,4.74,92.4,0,0
1107,RD Steede (BMUDA),2006-2008,8,8,312,257,5,1/21/2025,51.4,4.94,62.4,0,0
1108,Sunzamul Islam (BDESH),2017-2018,3,3,150,79,5,2/22/2025,15.8,3.16,30,0,0
1109,Tanveer Ahmed (HKG),2016-2018,6,6,229,208,5,2/1/1949,41.6,5.44,45.8,0,0
1110,MK Tiwary (INDIA),2008-2015,12,6,132,150,5,4/1/1961,30,6.81,26.4,1,0
1111,GC Tonge (WI),2009-2009,5,5,300,224,5,4/25/2025,44.8,4.48,60,1,0
1112,S Venkataraghavan (INDIA),1974-1983,15,14,868,542,5,2/1/1934,108.4,3.74,173.6,0,0
1113,T Yohannan (INDIA),2002-2002,3,3,120,122,5,3/1/1933,24.4,6.1,24,0,0
1114,Sultan Zarawani (UAE),1994-1996,7,7,264,257,5,2/1/1949,51.4,5.84,52.8,0,0
1115,Aamer Hanif (PAK),1993-1995,5,4,130,122,4,3/1/1936,30.5,5.63,32.5,0,0
1116,Afzaal Haider (HKG),2004-2008,4,4,180,227,4,1/31/2025,56.75,7.56,45,0,0
1117,FA Allen (WI),2018-2019,12,11,360,360,4,2/1/1940,90,6,90,0,0
1118,J Angel (AUS),1994-1995,3,3,162,113,4,2/1/1947,28.25,4.18,40.5,0,0
1119,Ashfaq Ahmed (UAE),2018-2019,16,7,223,185,4,2/1/1955,46.25,4.97,55.7,0,0
1120,Asim Butt (SCOT),1999-1999,5,5,222,148,4,2/24/2025,37,4,55.5,0,0
1121,Azhar Ali (PAK),2011-2018,53,14,258,260,4,2/26/2025,65,6.04,64.5,0,0
1122,Azhar Hossain (BDESH),1988-1990,7,7,263,209,4,1/20/2025,52.25,4.76,65.7,0,0
1123,GR Beard (AUS),1981-1981,2,2,112,70,4,2/20/2025,17.5,3.75,28,0,0
1124,DM Benkenstein (SA),1998-2002,23,4,65,44,4,3/5/2025,11,4.06,16.2,0,0
1125,MJ Bennett (AUS),1984-1985,8,8,408,275,4,2/27/2025,68.75,4.04,102,0,0
1126,Bilal Khan (OMAN),2019-2019,4,4,222,151,4,2/1/1932,37.75,4.08,55.5,0,0
1127,JL Carter (WI),2015-2019,33,12,136,160,4,2/14/2025,40,7.05,34,0,0
1128,NA David (INDIA),1997-1997,4,4,192,133,4,3/21/2025,33.25,4.15,48,0,0
1129,AP Devcich (NZ),2013-2016,12,11,324,291,4,2/1/1933,72.75,5.38,81,0,0
1130,R Dravid (Asia/ICC/INDIA),1996-2011,344,8,186,170,4,2/1/1943,42.5,5.48,46.5,0,0
1131,CJ Drum (NZ),1999-1999,5,5,216,261,4,2/1/1931,65.25,7.25,54,0,0
1132,Ehsan Adil (PAK),2013-2015,6,6,225,223,4,1/31/2025,55.75,5.94,56.2,0,0
1133,AJ Finch (AUS),2013-2019,119,19,266,239,4,1/2/2025,59.75,5.39,66.5,0,0
1134,N Gifford (ENG),1985-1985,2,2,120,50,4,4/23/2025,12.5,2.5,30,1,0
1135,MW Goodwin (ZIM),1998-2000,71,15,248,210,4,1/12/2025,52.5,5.08,62,0,0
1136,MJ Guptill (NZ),2009-2019,179,11,109,98,4,2/6/2025,24.5,5.39,27.2,0,0
1137,R Illingworth (ENG),1971-1973,3,2,130,84,4,3/1/1950,21,3.87,32.5,0,0
1138,Ilyas Gull (HKG),2004-2004,2,2,114,113,4,3/1/1946,28.25,5.94,28.5,0,0
1139,Intikhab Alam (PAK),1973-1976,4,4,158,118,4,2/1/1936,29.5,4.48,39.5,0,0
1140,MM Iqbal (SCOT),2009-2014,13,8,270,270,4,2/1/1935,67.5,6,67.5,0,0
1141,KCB Jeremy (WI),2000-2001,6,5,192,163,4,2/1/1942,40.75,5.09,48,0,0
1142,AH Jones (NZ),1987-1995,87,11,306,216,4,2/1/1942,54,4.23,76.5,0,0
1143,Jubair Hossain (BDESH),2014-2015,3,3,114,114,4,2/1/1941,28.5,6,28.5,0,0
1144,Junaid Siddiqui (CAN),2011-2014,9,9,400,302,4,1/20/2025,75.5,4.53,100,0,0
1145,K Kamyuka (CAN),2013-2013,2,2,47,47,4,4/1/1938,11.75,6,11.7,1,0
1146,E Katchay (CAN),2008-2009,5,5,174,143,4,3/1/1939,35.75,4.93,43.5,0,0
1147,V Kohli (INDIA),2008-2019,242,48,641,665,4,1/15/2025,166.25,6.22,160.2,0,0
1148,BC Lara (ICC/WI),1990-2007,299,5,49,61,4,2/5/2025,15.25,7.46,12.2,0,0
1149,B Laughlin (AUS),2009-2009,5,5,224,219,4,1/28/2025,54.75,5.86,56,0,0
1150,DV Lawrence (ENG),1991-1991,1,1,66,67,4,4/1/1967,16.75,6.09,16.5,1,0
1151,OC McCoy (WI),2018-2018,2,2,84,109,4,2/1/1938,27.25,7.78,21,0,0
1152,A McGrath (ENG),2003-2004,14,7,228,175,4,1/13/2025,43.75,4.6,57,0,0
1153,LD Madushanka (SL),2017-2017,4,4,144,172,4,2/1/1970,43,7.16,36,0,0
1154,T Maruma (ZIM),2007-2019,21,9,225,230,4,2/1/1950,57.5,6.13,56.2,0,0
1155,Mehrab Hossain jnr (BDESH),2006-2009,18,10,253,214,4,2/1/1930,53.5,5.07,63.2,0,0
1156,JP Millmow (NZ),1990-1990,5,5,270,232,4,2/22/2025,58,5.15,67.5,0,0
1157,Mohammad Talha (PAK),2014-2014,3,3,122,146,4,2/22/2025,36.5,7.18,30.5,0,0
1158,Mosharraf Hossain (BDESH),2008-2016,5,5,198,147,4,3/24/2025,36.75,4.45,49.5,0,0
1159,AMN Munasinghe (SL),1994-1996,5,5,217,146,4,3/30/2025,36.5,4.03,54.2,0,0
1160,Nizakat Khan (HKG),2014-2018,20,6,145,119,4,1/11/2025,29.75,4.92,36.2,0,0
1161,G Onions (ENG),2009-2009,4,4,204,185,4,2/1/1958,46.25,5.44,51,0,0
1162,SD Parry (ENG),2014-2014,2,2,114,92,4,3/1/1932,23,4.84,28.5,0,0
1163,BJ Patel (KENYA),2001-2006,31,8,165,163,4,2/20/2025,40.75,5.92,41.2,0,0
1164,D Paterson (SA),2017-2019,4,4,209,217,4,3/1/1944,54.25,6.22,52.2,0,0
1165,MR Ramprakash (ENG),1991-2001,18,5,132,108,4,3/28/2025,27,4.9,33,0,0
1166,B Regmi (NEPAL),2018-2019,4,4,174,117,4,2/1/1949,29.25,4.03,43.5,0,0
1167,AM Salvi (INDIA),2003-2003,4,4,172,120,4,2/15/2025,30,4.18,43,0,0
1168,JA Samarasekera (UAE),1994-1996,7,7,294,236,4,1/17/2025,59,4.81,73.5,0,0
1169,Shaiman Anwar (UAE),2014-2019,40,7,117,134,4,3/1/1961,33.5,6.87,29.2,0,0
1170,V Shankar (INDIA),2019-2019,12,9,233,210,4,2/15/2025,52.5,5.4,58.2,0,0
1171,Sheikh Salahuddin (BDESH),1997-1997,6,6,246,249,4,2/1/1948,62.25,6.07,61.5,0,0
1172,ED Solkar (INDIA),1974-1976,7,6,252,169,4,2/1/1931,42.25,4.02,63,0,0
1173,BR Taylor (NZ),1973-1973,2,2,114,62,4,3/25/2025,15.5,3.26,28.5,0,0
1174,DJ Terbrugge (SA),2000-2000,4,4,126,105,4,4/20/2025,26.25,5,31.5,1,0
1175,ME Trescothick (ENG),2000-2006,123,13,232,219,4,2/7/2025,54.75,5.66,58,0,0
1176,AJ Tudor (ENG),2002-2002,3,3,127,136,4,2/1/1930,34,6.42,31.7,0,0
1177,RG Twose (NZ),1995-2001,87,11,272,235,4,2/1/1931,58.75,5.18,68,0,0
1178,PS Vaidya (INDIA),1995-1996,4,4,184,174,4,2/1/1941,43.5,5.67,46,0,0
1179,PA van Meekeren (NL),2013-2019,5,5,210,161,4,2/1/1930,40.25,4.6,52.5,0,0
1180,LP van Troost (NL),2002-2007,23,11,246,280,4,2/1/2029,70,6.82,61.5,0,0
1181,MDJ Walker (NZ),2003-2003,3,3,132,119,4,4/1/1949,29.75,5.4,33,1,0
1182,HR Walsh (USA/WI),2019-2019,5,5,160,160,4,3/1/1936,40,6,40,0,0
1183,KD Walters (AUS),1971-1981,28,10,314,273,4,2/24/2025,68.25,5.21,78.5,0,0
1184,RJ Webb (NZ),1983-1983,3,3,161,105,4,2/28/2025,26.25,3.91,40.2,0,0
1185,JW Wilson (NZ),1993-2005,6,6,242,260,4,2/21/2025,65,6.44,60.5,0,0
1186,Yasir Arafat (PAK),2000-2009,11,10,414,373,4,1/28/2025,93.25,5.4,103.5,0,0
1187,B Yograj Singh (INDIA),1980-1981,6,5,244,186,4,2/1/1944,46.5,4.57,61,0,0
1188,Zaheer Maqsood (UAE),2015-2015,2,2,120,116,4,2/1/1956,29,5.8,30,0,0
1189,Zulfiqar Ali (EAf),1975-1975,3,3,210,166,4,3/1/1963,41.5,4.74,52.5,0,0
1190,Zulfiqar Babar (PAK),2014-2015,5,5,294,246,4,2/1/1952,61.5,5.02,73.5,0,0
1191,NP Kenjige (USA),2019-2019,4,4,156,129,3,1/26/2025,43,4.96,52,0,0
1192,Aamer Malik (PAK),1988-1994,24,5,120,86,3,2/1/1935,28.66,4.3,40,0,0
1193,JS Ababu (KENYA),1999-2006,9,8,288,255,3,1/26/2025,85,5.31,96,0,0
1194,Abu Hider (BDESH),2018-2018,2,2,108,89,3,2/1/1950,29.66,4.94,36,0,0
1195,JP Agnew (ENG),1985-1985,3,3,126,120,3,3/1/1938,40,5.71,42,0,0
1196,CR Amini (PNG),2014-2014,2,2,108,79,3,2/1/1933,26.33,4.38,36,0,0
1197,HAG Anthony (WI),1995-1995,3,3,156,143,3,2/1/1947,47.66,5.5,52,0,0
1198,Asghar Afghan (AFG),2009-2019,111,7,139,91,3,1/1/2025,30.33,3.92,46.3,0,0
1199,AM Bacher (SA),1997-2005,13,3,108,64,3,2/1/1936,21.33,3.55,36,0,0
1200,HK Badani (INDIA),2000-2004,40,9,183,149,3,1/7/2025,49.66,4.88,61,0,0
1201,PJ Bakker (NL),1996-1996,5,5,258,215,3,2/1/1951,71.66,5,86,0,0
1202,RL Bhudia (KENYA),2008-2009,5,5,180,151,3,2/1/1942,50.33,5.03,60,0,0
1203,Bhupinder Singh snr (INDIA),1994-1994,2,2,102,78,3,3/1/1934,26,4.58,34,0,0
1204,RJ Bright (AUS),1974-1986,11,10,462,350,3,1/28/2025,116.66,4.54,154,0,0
1205,AJ Burger (NAM),2003-2003,6,5,96,104,3,1/18/2025,34.66,6.5,32,0,0
1206,DK Butler (WI),2005-2006,5,5,246,188,3,1/25/2025,62.66,4.58,82,0,0
1207,SJ Cameron (SCOT),2018-2018,2,2,109,123,3,2/1/1964,41,6.77,36.3,0,0
1208,PE Cantrell (NL),1996-1996,5,5,186,170,3,1/18/2025,56.66,5.48,62,0,0
1209,BS Chandrasekhar (INDIA),1976-1976,1,1,56,36,3,3/1/1936,12,3.85,18.6,0,0
1210,U Chatterjee (INDIA),1995-1995,3,3,161,117,3,2/1/1935,39,4.36,53.6,0,0
1211,WM Clark (AUS),1978-1978,2,2,100,61,3,2/1/1939,20.33,3.66,33.3,0,0
1212,LA Dawson (ENG),2016-2018,3,2,84,96,3,2/1/1970,32,6.85,28,0,0
1213,NA de Groot (CAN),2003-2003,6,3,81,88,3,2/1/1945,29.33,6.51,27,0,0
1214,RL Dias (SL),1979-1987,58,6,56,70,3,3/25/2025,23.33,7.5,18.6,0,0
1215,BL D'Oliveira (ENG),1971-1972,4,4,204,140,3,1/19/2025,46.66,4.11,68,0,0
1216,KG Duers (ZIM),1992-1992,6,6,300,256,3,1/17/2025,85.33,5.12,100,0,0
1217,Ehsanul Haque (BDESH),2002-2003,6,3,141,113,3,2/1/1934,37.66,4.8,47,0,0
1218,Fawad Ahmed (AUS),2013-2013,3,3,144,145,3,1/1/1939,48.33,6.04,48,0,0
1219,Fayyaz Butt (OMAN),2019-2019,5,5,198,165,3,2/28/2025,55,5,66,0,0
1220,IS Gallage (SL),1999-2001,3,3,144,115,3,2/1/1942,38.33,4.79,48,0,0
1221,JC Gamage (SL),1995-1995,4,4,132,104,3,2/17/2025,34.66,4.72,44,0,0
1222,B Geeves (AUS),2008-2009,2,2,90,78,3,2/11/2025,26,5.2,30,0,0
1223,RS Ghai (INDIA),1984-1986,6,6,275,260,3,1/1/1938,86.66,5.67,91.6,0,0
1224,AP Grayson (ENG),2000-2001,2,2,90,60,3,3/1/1940,20,4,30,0,0
1225,Haafiz Shahid (PAK),1988-1988,3,3,127,112,3,2/1/1956,37.33,5.29,42.3,0,0
1226,GM Hamilton (SCOT),1999-2010,38,6,220,160,3,2/1/1936,53.33,4.36,73.3,0,0
1227,PL Harris (SA),2008-2008,3,3,180,83,3,2/1/1930,27.66,2.76,60,0,0
1228,Hasti Gul (AFG),2009-2009,2,2,114,73,3,2/1/1948,24.33,3.84,38,0,0
1229,KC Hodsoll (BMUDA),2007-2008,3,3,102,100,3,2/1/1948,33.33,5.88,34,0,0
1230,CK Hooper (CAN),2007-2010,5,5,169,181,3,1/17/2025,60.33,6.42,56.3,0,0
1231,GP Howarth (NZ),1975-1985,70,7,90,68,3,1/4/2025,22.66,4.53,30,0,0
1232,Inzamam-ul-Haq (Asia/PAK),1991-2007,378,6,58,64,3,1/1/2000,21.33,6.62,19.3,0,0
1233,Iqbal Sikander (PAK),1992-1992,4,4,210,147,3,1/30/2025,49,4.2,70,0,0
1234,SD Jack (SA),1994-1995,2,2,108,86,3,2/1/1941,28.66,4.77,36,0,0
1235,GSNFG Jayasuriya (SL),2015-2019,12,11,312,277,3,1/15/2025,92.33,5.32,104,0,0
1236,DM Jones (AUS),1984-1994,164,8,106,81,3,2/1/1934,27,4.58,35.3,0,0
1237,Junaid Zia (PAK),2003-2003,4,4,145,127,3,3/21/2025,42.33,5.25,48.3,0,0
1238,AI Kallicharran (WI),1973-1981,31,4,105,64,3,2/10/2025,21.33,3.65,35,0,0
1239,Kamran Hussain (PAK),2008-2008,2,2,102,67,3,2/1/1932,22.33,3.94,34,0,0
1240,Khalid Khan (HKG),2004-2004,2,2,108,93,3,2/1/1962,31,5.16,36,0,0
1241,BL Kotze (NAM),2003-2003,5,5,258,276,3,2/1/1951,92,6.41,86,0,0
1242,BP Kruger (NL),2010-2011,5,5,184,131,3,3/21/2025,43.66,4.27,61.3,0,0
1243,DSK Madushanka (SL),2018-2018,1,1,37,26,3,3/26/2025,8.66,4.21,12.3,0,0
1244,AK Markram (SA),2017-2019,26,6,120,132,3,2/18/2025,44,6.6,40,0,0
1245,RAL Massie (AUS),1972-1972,3,3,183,129,3,2/1/1935,43,4.22,61,0,0
1246,Mehmood Quaraishy (EAf),1975-1975,3,2,108,94,3,2/1/1955,31.33,5.22,36,0,0
1247,JM Mennie (AUS),2016-2016,2,2,120,131,3,3/1/1949,43.66,6.55,40,0,0
1248,PL Mhambrey (INDIA),1996-1998,3,3,126,120,3,2/1/1969,40,5.71,42,0,0
1249,A Mithun (INDIA),2010-2011,5,5,180,203,3,2/1/1932,67.66,6.76,60,0,0
1250,Mohammad Nazir (PAK),1980-1984,4,4,222,156,3,2/1/1937,52,4.21,74,0,0
1251,GMC Mol (NL),2007-2008,6,6,162,111,3,2/23/2025,37,4.11,54,0,0
1252,N M'shangwe (ZIM),2011-2014,6,6,336,260,3,2/1/1950,86.66,4.64,112,0,0
1253,Najeeb Amar (HKG),2004-2008,4,4,240,172,3,2/1/1940,57.33,4.3,80,0,0
1254,Nasir Aziz (UAE),2014-2015,5,5,264,257,3,1/1/1950,85.66,5.84,88,0,0
1255,N Ncube (ZIM),2011-2011,1,1,53,69,3,3/1/1969,23,7.81,17.6,0,0
1256,RG Nijman (NL),2009-2009,1,1,49,31,3,3/31/2025,10.33,3.79,16.3,0,0
1257,D Olivier (SA),2019-2019,2,2,114,124,3,2/1/1973,41.33,6.52,38,0,0
1258,A Patel (CAN),2003-2003,2,2,60,73,3,3/1/1941,24.33,7.3,20,0,0
1259,Pervez Mir (PAK),1975-1977,3,3,122,77,3,1/17/2025,25.66,3.78,40.6,0,0
1260,RT Ponting (AUS/ICC),1995-2012,375,5,150,104,3,1/12/2025,34.66,4.16,50,0,0
1261,GD Porter (AUS),1979-1979,2,2,108,33,3,2/13/2025,11,1.83,36,0,0
1262,R Powell (WI),2016-2018,34,13,245,243,3,1/7/2025,81,5.95,81.6,0,0
1263,D Ramnarine (WI),1997-2001,4,4,200,164,3,2/1/1952,54.66,4.92,66.6,0,0
1264,SK Ranasinghe (SL),1986-1986,4,4,126,96,3,1/28/2025,32,4.57,42,0,0
1265,AT Rayudu (INDIA),2013-2019,55,9,121,124,3,1/5/2025,41.33,6.14,40.3,0,0
1266,Sabbir Rahman (BDESH),2014-2019,66,21,306,345,3,1/12/2025,115,6.76,102,0,0
1267,Saleem Raza (UAE),1994-1996,6,6,192,179,3,1/17/2025,59.66,5.59,64,0,0
1268,GS Sandhu (AUS),2015-2015,2,2,120,107,3,2/1/1949,35.66,5.35,40,0,0
1269,Sarandeep Singh (INDIA),2002-2003,5,5,258,180,3,2/1/1934,60,4.18,86,0,0
1270,KF Semple (WI),1999-1999,7,4,132,121,3,2/1/1935,40.33,5.5,44,0,0
1271,Shahid Saeed (PAK),1989-1993,10,7,222,159,3,2/20/2025,53,4.29,74,0,0
1272,R Shepherd (WI),2019-2019,3,3,110,101,3,2/1/1932,33.66,5.5,36.6,0,0
1273,L Siaka (PNG),2014-2019,25,11,204,146,3,2/1/1933,48.66,4.29,68,0,0
1274,V Sibanda (Afr/ZIM),2003-2016,127,11,267,265,3,1/12/2025,88.33,5.95,89,0,0
1275,D Soraine (CAN),2006-2012,4,3,113,94,3,2/1/1957,31.33,4.99,37.6,0,0
1276,KR Stackpole (AUS),1971-1974,6,2,77,54,3,3/1/1940,18,4.2,25.6,0,0
1277,LW Stott (NZ),1979-1979,1,1,72,48,3,3/1/1948,16,4,24,0,0
1278,GP Sulzberger (NZ),2000-2000,3,3,132,102,3,1/28/2025,34,4.63,44,0,0
1279,MR Swart (NL),2011-2014,12,11,366,306,3,1/21/2025,102,5.01,122,0,0
1280,AR Tait (NZ),1998-1999,5,5,120,88,3,2/1/1937,29.33,4.4,40,0,0
1281,HDRL Thirimanne (SL),2010-2019,127,4,104,94,3,2/1/1936,31.33,5.42,34.6,0,0
1282,JG Thomas (ENG),1986-1987,3,3,156,144,3,2/1/1959,48,5.53,52,0,0
1283,FJ Titmus (ENG),1975-1975,2,1,56,53,3,3/1/1953,17.66,5.67,18.6,0,0
1284,MS Tshabalala (SA),2007-2007,4,4,150,151,3,1/30/2025,50.33,6.04,50,0,0
1285,S Tyagi (INDIA),2009-2010,4,4,165,144,3,1/15/2025,48,5.23,55,0,0
1286,JN Valentine (CAN),1979-1979,3,3,114,66,3,1/18/2025,22,3.47,38,0,0
1287,Wajahatullah Wasti (PAK),1999-2000,15,3,55,69,3,3/1/1936,23,7.52,18.3,0,0
1288,LJ Woodcock (NZ),2011-2011,4,4,164,155,3,2/1/1958,51.66,5.67,54.6,0,0
1289,HN Ya France (NAM),2019-2019,4,4,138,96,3,2/1/1931,32,4.17,46,0,0
1290,GN Yallop (AUS),1978-1984,30,4,138,119,3,2/28/2025,39.66,5.17,46,0,0
1291,Younis Khan (PAK),2000-2015,265,20,284,288,3,1/3/2025,96,6.08,94.6,0,0
1292,Zafar Iqbal (PAK),1995-1995,8,7,198,137,3,2/1/1937,45.66,4.15,66,0,0
1293,Zahid Ahmed (PAK),1987-1987,2,2,96,61,3,2/24/2025,20.33,3.81,32,0,0
1294,Aamer Yamin (PAK),2015-2018,4,4,156,154,2,1/1/1938,77,5.92,78,0,0
1295,Aamir Kaleem (OMAN),2019-2019,2,2,77,54,2,2/1/1930,27,4.2,38.5,0,0
1296,Abdullah Mazari (AFG),2010-2010,2,2,96,49,2,1/18/2025,24.5,3.06,48,0,0
1297,Ahmed Shehzad (PAK),2009-2017,81,9,115,140,2,1/22/2025,70,7.3,57.5,0,0
1298,Ali Asad (UAE),2004-2004,2,2,120,73,2,2/1/1935,36.5,3.65,60,0,0
1299,DI Allan (KENYA),2011-2013,5,4,112,80,2,1/22/2025,40,4.28,56,0,0
1300,GJAF Aponso (NL),1996-1996,5,5,242,257,2,1/1/1957,128.5,6.37,121,0,0
1301,Asad Ali (PAK),2013-2013,4,4,180,115,2,1/22/2025,57.5,3.83,90,0,0
1302,SV Bahutule (INDIA),1997-2003,8,7,294,283,2,1/31/2025,141.5,5.77,147,0,0
1303,A Balbirnie (IRE),2010-2019,64,3,60,68,2,1/26/2025,34,6.8,30,0,0
1304,MRCN Bandaratilleke (SL),1998-1998,3,3,144,111,2,2/1/1934,55.5,4.62,72,0,0
1305,MD Bates (NZ),2012-2012,2,2,84,52,2,1/24/2025,26,3.71,42,0,0
1306,S Bau (PNG),2016-2019,21,6,180,124,2,2/1/1935,62,4.13,90,0,0
1307,LS Bhandari (NEPAL),2018-2018,1,1,54,43,2,2/1/1943,21.5,4.77,27,0,0
1308,DR Briggs (ENG),2012-2012,1,1,60,39,2,2/1/1939,19.5,3.9,30,0,0
1309,JE Brinkley (SCOT),1999-1999,5,3,168,117,2,1/29/2025,58.5,4.17,84,0,0
1310,BS Browne (WI),1994-1994,4,4,180,156,2,2/1/1950,78,5.2,90,0,0
1311,PH Carlson (AUS),1979-1979,4,3,168,70,2,1/21/2025,35,2.5,84,0,0
1312,DL Chahar (INDIA),2018-2019,3,3,126,129,2,1/1/1937,64.5,6.14,63,0,0
1313,IM Chappell (AUS),1971-1980,16,2,42,23,2,2/14/2025,11.5,3.28,21,0,0
1314,GA Cope (ENG),1977-1978,2,2,112,35,2,1/16/2025,17.5,1.87,56,0,0
1315,CS Cowdrey (ENG),1985-1985,3,2,52,55,2,1/3/2025,27.5,6.34,26,0,0
1316,DJ Cullen (AUS),2006-2006,5,5,213,147,2,2/25/2025,73.5,4.14,106.5,0,0
1317,SM Curran (ENG),2018-2018,2,2,72,90,2,2/1/1944,45,7.5,36,0,0
1318,DDP D'Silva (UAE),2019-2019,3,2,102,71,2,2/20/2025,35.5,4.17,51,0,0
1319,D Daesrath (CAN),2012-2013,4,2,72,48,2,1/13/2025,24,4,36,0,0
1320,RR David (CAN),2008-2010,4,4,96,74,2,2/1/1930,37,4.62,48,0,0
1321,DLS de Silva (SL),1979-1979,2,2,120,54,2,2/1/1936,27,2.7,60,0,0
1322,BR Dorey (AUS),2006-2006,4,4,162,146,2,1/12/2025,73,5.4,81,0,0
1323,F du Plessis (SA),2011-2019,143,11,192,189,2,1/8/2025,94.5,5.9,96,0,0
1324,CE Eksteen (SA),1991-1994,6,6,222,181,2,1/26/2025,90.5,4.89,111,0,0
1325,D Elgar (SA),2012-2018,8,4,96,67,2,1/11/2025,33.5,4.18,48,0,0
1326,KADM Fernando (SL),2003-2003,1,1,42,13,2,2/13/2025,6.5,1.85,21,0,0
1327,MLC Foster (WI),1973-1973,2,1,30,22,2,2/22/2025,11,4.4,15,0,0
1328,RC Fredericks (WI),1973-1977,12,1,10,10,2,2/10/2025,5,6,5,0,0
1329,D Gamage (SL),2003-2003,3,3,95,83,2,1/26/2025,41.5,5.24,47.5,0,0
1330,WCA Ganegama (SL),2001-2006,4,3,66,88,2,2/27/2025,44,8,33,0,0
1331,Gazi Ashraf (BDESH),1986-1990,7,3,51,33,2,1/7/2025,16.5,3.88,25.5,0,0
1332,LR Gibbs (WI),1973-1975,3,3,156,59,2,1/12/2025,29.5,2.26,78,0,0
1333,Golam Faruq (BDESH),1986-1990,5,5,186,116,2,1/22/2025,58,3.74,93,0,0
1334,MS Gony (INDIA),2008-2008,2,2,78,76,2,2/1/1965,38,5.84,39,0,0
1335,TR Gripper (ZIM),2001-2003,8,6,120,76,2,2/28/2025,38,3.8,60,0,0
1336,TGJ Gruijters (NL),2010-2013,5,4,120,79,2,2/1/1937,39.5,3.95,60,0,0
1337,Hammad Azam (PAK),2011-2015,11,8,198,169,2,1/21/2025,84.5,5.12,99,0,0
1338,SM Harwood (AUS),2009-2009,1,1,60,57,2,2/1/1957,28.5,5.7,30,0,0
1339,R Hekure (PNG),2019-2019,1,1,60,32,2,2/1/1932,16,3.2,30,0,0
